title,text,date,source,credibility,label
حجب الحقيقة,انتفاضة ليلة القدر والعشر الأواخر من رمضان استنهضت الهمم وجمعت حولها أشراف العالم.. بودكاست عن نوافذ الأمل التي فتحها المقدسيون بذودهم عن شرف الأمة..,2021-05-17T14:16:58,source_115,credible,Real
«بأفكاركم نبتكر» تناقش آليات التوظيف بين الاعتماد على التعليم أو المهارة المكتسبة,"نظم مجلس الابتكار في القيادة العامة لشرطة دبي، أولى جلسات مبادرته الرمضانية «بأفكاركم نبتكر» في عامها الثاني عبر نظام الاتصال المرئي، حيث ناقشت آليات التوظيف في القطاعين الحكومي والخاص بين الاعتماد على التعليم الجامعي ومخرجاته في مختلف التخصصات، وبين الاعتماد على المهارات المُكتسبة والدورات التدريبية خاصةً في ظل ظهور وظائف جديدة بحاجة إلى مهارات ودورات تدريبية لتنفيذها فقط دون الاعتماد على الشهادات الجامعية.

وتحدث خلال الجلسة مؤسس ورئيس مجلس إدارة مجموعة الحبتور خلف أحمد الحبتور، ومدير عام دائرة الموارد البشرية في حكومة دبي عبد الله بن زايد الفلاسي، ونائب مدير الإدارة العامة للشؤون الإدارية العقيد منصور يوسف القرقاوي، والرئيس التنفيذي لتطوير الكوادر الوطنية في هيئة المعرفة التنمية البشرية عيسى أحمد الملا، فيما أدار الجلسة مدير الأخبار الاقتصادية ومُقدم ومُعد البرامج في مؤسسة دبي للإعلام مروان الحل.

وتحدث خلف الحبتور عن أهمية تعليم وتوعية الأبناء بقبول «الوظائف العملية» التي تواكب التطورات في سوق العمل وظهور وظائف جديدة، حاثاً الطلبة على أهمية تقبل التدريب واكتساب المهارات في مختلف المجالات والاستفادة من خبرات أصحاب الخبرة العاملين في مختلف القطاعات، مؤكداً أن القطاع الخاص على استعداد دائم لدعم ومساندة وتدريب ونقل الخبرات إلى شباب الوطن.

من جانبه، تطرق عبد الله بن زايد الفلاسي إلى دور القوانين في دعم جهود المواطن والتوطين في مختلف القطاعات، مؤكداً في الوقت ذاته أن مخرجات التعليم الجامعي في دولة الإمارات ساهمت في إبراز قيادات قادت العمل في القطاعين الحكومي والخاص وساهمت في ريادة الأعمال وتحقيق التميز في مختلف المجالات.

وأكد الفلاسي على أهمية أن يتمتع خريجو الجامعات بالمهارات التي يحتاجونها في العمل خاصة وأنهم في بداية مشوارهم العملي يلتحقون بوظائف لا تحتاج إلى خبرة كبيرة، وإنما إلى المهارة والتدريب والتعليم المستمر لكسب الخبرة، مؤكداً على أهمية اجتهادهم في العمل لتحقيق أهدافهم المستقبلية.

بدوره، تحدث العقيد القرقاوي عن مفهوم «الوظائف الحَرجة» وهي الوظائف النادرة التي يشغلها عدد محدد من الموظفين لأسباب إدارية في أماكن عملهم أو بسبب مخرجات التعليم التي لا توفر خريجين في هذه الوظائف، داعياً إلى أن تكون هناك حلقة وصل بين مخرجات التعليم الجامعي ومتطلبات القطاع الحكومي والخاص لتخريج خريجين في تخصصات وظيفية مطلوبة في سوق العمل، مؤكداً في الوقت ذاته على أهمية التطوير المستمر في القوانين التي تدعم مواكبة مُخرجات التعليم مع متطلبات سوق العمل.

واستعرض عيسى الملا أهمية ربط مخرجات التعليم والتخصصات الجامعية بسوق العمل ومتطلباته، مبيناً أن التخطيط بعيد المدى لمخرجات التعليم لا يبدأ فقط من المرحلة الجامعية والتخصصات فيها، وإنما أيضاً من مرحلة المدرسة والتعليم المُبكر بهدف إعداد الطالب لمواكبة المستقبل.

وشهدت الجلسة تفاعلاً كبيراً من المشاركين عبر نظام الاتصال المرئي، وطرحوا العديد من الأسئلة على المتحدثين الرئيسين.",2021-04-15T14:17:00,source_111,undecided,Suspicious
انتهاء ثالث جولة من مباحثات الدستور الليبي بمصر الخميس,"تنتهي، اليوم الخميس، الجولة الثالثة من مباحثات اللجنة الدستورية بشأن الاستفتاء على الدستور، في مدينة الغردقة المصرية.



وسبق أن أكد عضو لجنة المسار الدستوري عن مجلس الدولة، السنوسي القمي لـ""عربي21""، أن ""الاجتماعات مستمرة حتى يوم الخميس، وسنناقش فيها كيفية استكمال المسار ومخرجات اللقاء السابق في كانون الثاني/ يناير الماضي"".



وقال إن ""الاجتماعات انطلقت في أجواء إيجابية، ولم يؤثر عليها شيء، وإن الجلسة الأولى خصصت للاستماع لرئيس المفوضية العليا للانتخابات لمعرفة مدى جاهزية المفوضية للقيام بعملية الاستفتاء على مشروع الدستور المنجز من الهيئة التأسيسية"".

اقرأ أيضا: استمرار ثالث جولة من مباحثات الدستور الليبي بالغردقة المصرية





في حين كشف عضو مجلس الدولة وعضو لجنة المسار الدستوري الليبي السنوسي القمي، أمس الأربعاء، أن ""هناك اختلافا بين وفدي اللجنة الدستورية المجتمعة حاليا في مدينة الغردقة المصرية، حول إجراء الاستفتاء على مسودة الدستور أولا أم إجراء انتخابات رئاسية وبرلمانية قبلها"".



وقال القمي في تصريحات خاصة لـ""عربي21"" من الغردقة: ""عقدنا اليوم جلسة مع رئيس قسم الدعم الانتخابي في البعثة الأممية، لمناقشة الاستعداد للانتخابات المقرر عقدها في 24 ديسمبر المقبل، من حيث الأساس الدستوري للمرحلة وإصدار القوانين المنظمة لهذه العملية"".



وأكد القمي أن ""رئيس المفوضية الوطنية العليا للانتخابات، عماد السائح قدم عرضا مفصلا حول المفوضية واحتياجاتها حتى تقوم بأي عملية انتخابية، وأن السائح رجح تأجيل الاستفتاء لما بعد الانتخابات لأسباب فنية وقانونية"".

اقرأ أيضا: عضو بـ""الدستورية"" الليبية: إشكالية حول موعد إجراء الاستفتاء



واستدرك قائلا: ""لكن اللجنة الدستورية من وفدي مجلس الدولة والبرلمان تريد إجراء الاستفتاء أولا قبل الانتخابات، حتى تتوفر للناخب قاعدة دستورية يتم الانتخاب طبقا لها"".



وعقد فريق المسار الدستوري المكون من أعضاء في البرلمان ومثلهم من مجلس الدولة اجتماعه الثالث في مدينة الغردقة المصرية من أجل استكمال ما تم التوافق عليه في الاجتماعات السابقة.



وحضر هذه الاجتماعات رئيس المفوضية الوطنية العليا للانتخابات ونائبه من أجل تقديم عرض مفصل حول مدى جاهزية المفوضية لعملية الاستفتاء على الدستور التي تم إقرارها خلال الاجتماع الثاني للجنة الدستورية.



واتفقت اللجنة خلال اجتماعها في كانون الثاني/ يناير الماضي، على إجراء الاستفتاء على الدستور عبر الأقاليم الثلاثة، شرط حصوله على نسبة 50+1، وتحصين المراكز القانونية بإيقاف النظر في الطعون.

يذكر أن ملتقى الحوار السياسي الليبي انتخب الجمعة، محمد المنفي، رئيسا للمجلس الرئاسي الذي يتكون من موسى الكوني وعبد الله اللافي كأعضاء. وانتخب الملتقى عبد الحميد دبيبة رئيسا للحكومة في السلطة التنفيذية الموحدة الجديدة التي ستدير شؤون البلاد خلال المرحلة الانتقالية المقبلة إلى حين إجراء انتخابات عامة.",2021-02-11T07:06:41,source_115,credible,Real
جلستان للتوعية بأمراض الكلى,"المصدر: (دبي - البيان)

أعلنت جامعة محمد بن راشد للطب والعلوم الصحية بالتعاون مع مستشفى الجليلة التخصصي للأطفال وميديكلينيك مستشفى المدينة ومؤسسة الجليلة ومدينة دبي الطبية عن تنظيم جلستين افتراضيتين مجانيتين تركّزان على التوعية بأمراض الكلى والتبرّع بالأعضاء وزراعتها، كجزء من حملة «صحتك بكليتك» التي أطلقتها الجهات الخمس بالتزامن مع اليوم العالمي للكلى في 11 مارس، والتي تمتد لشهر كامل، وتحمل هذه المبادرة أهمية كبيرة بالنسبة للدولة ، حيث يعاني أكثر من 4500 مريض من الفشل الكلوي.

تابعوا أخبار الإمارات من البيان عبر غوغل نيوز",2021-03-14T00:00:00,source_109,undecided,Suspicious
وزيرة التضامن: 80% من العمالة غير المنتظمة غير مسجلة بقواعد البيانات الرسمية,"قالت الدكتورة نيفين القباج، وزيرة التضامن الاجتماعي، إن التحول من القطاع غير الرسمي إلى الرسمي ووجود مصدات لحماية العمالة غير المنتظمة وقت الأزمات، أحد الدروس المستفادة من جائحة كورونا.



وأضافت القباج، خلال لقاء لبرنامج «الحقيقة»، الذي تقدمه الإعلامية آية عبدالرحمن عبر فضائية «إكسترا نيوز»، مساء الاثنين، أن عدد العمالة غير المنتظمة لا يقل عن 8 ملايين مواطن، لافتة إلى تسجيل 20% منهم فقط.



وأشارت إلى أن 80% من العمالة غير المنتظمة غير مسجلة بقواعد البيانات الرسمية، قائلة إن غير المسجلين لا يتمتعون بعدد من المزايا كالمعاشات والتأمينات حال البطالة.



وذكرت وزيرة التضامن، أن الدولة وفرت 5 مليارات جنيه خلال جائحة كورونا للعمالة غير المنتظمة، قائلة إن الوزارة تعمل إعداد استراتيجية لتلك الفئة وإنشاء صندوق طوارئ لها.



وأوضحت أن العمالة غير المنتظمة تضم عمال المقاولات والباعة الجائلين وجامعي القمامة والمزارعين والصيادين، معلقة: «الكيان ضخم ويتأثر في حالة الطوارئ، وخاصة أسر وأطفال تلك الفئات».",2021-06-28T20:19:27,source_86,credible,Real
أسعار النفط تتجاوز التوقعات وتصعد لذروة 26 شهرا,"فتحت أسعار النفط في بداية التعاملات الأسبوعية، اليوم الإثنين، على صعود عند ذروة 25 شهرا، بدعم آمال تعافي الطلب على الخام، وتخفيف قيود جائحة كورونا.

وجاء الارتفاع، مخالفا لإعلان مجموعة الدول السبع الصناعية الكبرى “G7″، الأحد، دعمها استئناف الاتفاق النووي، داعية إيران لوقف “أنشطتها الصاروخية”.

وعند الساعة 06:10 بتوقيت غرينيش، صعدت أسعار العقود الآجلة لخام القياس العالمي مزيج برنت تسليم أوت بنسبة 0.56 بالمئة أو 41 سنتا إلى 73.11 دولارا للبرميل، أعلى مستوى منذ أفريل 2019.

كما صعدت أسعار العقود الآجلة للخام الأمريكي غرب تكساس الوسيط تسليم جويلية بنسبة 0.55 بالمئة أو 39 سنتا إلى 71.29 دولارا للبرميل.",2021-06-14T08:12:13+00:00,source_83,credible,Real
الطاقة الذرية: مفاعل مصر البحثي الثاني يعمل بكفاءة عالية وينتج النظائر المشعة,"أنا معجب بالشروق بالفعل، لا تظهر هذه الرسالة مرة أخرى

أكد رئيس هيئة الطاقة الذرية الدكتور خالد صقر، أن مفاعل مصر البحثي الثاني يعمل بكفاءة عالية رغم جائحة كورونا المستجد، وينتج النظائر المشعة التي تغطي جزءا كبيرا من السوق المحلي وخاصة في المجال الطبي.

وقال صقر -في تصريح صحفي اليوم الخميس- إن مصنع (نوفوسيبيرسك) للركازات الكيماوية ""NCCP"" التابع لشركة ""TVEL"" للوقود ضمن مؤسسة (روس أتوم) الحكومية الروسية قام بتوريد اليورانيوم اللازم لتشغيل مفاعل مصر البحثي الثاني في إطار العقد المبرم بين الهيئة والشركة، والذي تم توقيعه أبريل 2020، ويعد هذا العقد هو الثاني حيث كان توقيع العقد الأول في يونيو 2017 ولمدة ثلاث سنوات.

وأوضح أن تجديد عقد توريد اليورانيوم لتشغيل مفاعل مصر البحثي الثاني يأتي نتيجة التزام الشركة بالتوقيتات المدرجة في العقد وبالأسعار المناسبة التي تم الاتفاق عليها.",2021-03-18T11:33:58,source_86,credible,Real
سلام جوبا المظهر أم الجوهر,"صباح محمد الحسن

يبدو أن ملف السلام الذي التزمت الحكومة بتحقيقه واستكمال مراحله مع الحركات غير الموقعة لا تكمن مشكلته في (علمانية ) الحلو او بُعد عبد الواحد محمد نور عن طاولة التفاوض ، ولكن تبقى علته الأساسية في عدم تنفيذ الحكومة لاستكمال بنود الاتفاق ، فالحكومة ربما تعلل عدم التزامها بعدم قدرتها الاقتصادية والمادية، ليس لتنفيذ اتفاق السلام وإنما لتوفير أبسط مقومات الحياة للمواطن ، ومع ذلك تجد ان بنود الاتفاق تلزم الحكومة للايفاء بعدها ووعدها حسب ماجاء في نصوص الاتفاق وحتى لايبقى السلام مجرد وصول الى أهداف تتطلع اليها الحكومة دون ان تكون هناك خطوات عملية على ارض الواقع ، فيجب على الحكومة ان تعمل من أجل ذلك فإن تنصلت الحكومة عن ماتم الاتفاق عليه ، فهذا مايجعل الأطراف غير الموقعة في تخوف من الاقدام بثقة نحو هذه الخطوة، لاسيما ان بعض أطراف السلام كانت لهم تحارب سابقة مع حكومة المخلوع التي كانت توقع على اتفاقيات شكلية من أجل المكاسب السياسية .

وقالت حركة تحرير السودان أمس في بيان لها انه وبعد مرور ستة أشهر بالتمام على اتفاق جوبا لم يتم استكمال هياكل الحكم الانتقالي ،وان بند الترتيبات الأمنية يحيطه جمود شديد مع رصدنا لمظاهر إعادة تنشيط لمليشات النظام البائد كما أن تأخر انعقاد مؤتمر نظام الحكم الفيدرالي وتعيين حكّام الأقاليم والولاة وغير ذلك لا يساعد في العمل الجاد لتنفيذ اتفاق جوبا ، هذا وغيره يوحي بنوايا التمسك بالحكم الفردي على حساب المؤسسات وهذا بدوره يقود لفقدان الثقة التي توفرت بعد عسر مما يزيد تعقيد الأزمة التاريخية في إدارة البلاد ، ولا زال المنهج القديم يسيطر على العقلية التي أمسكت بزمام الأمور وهو ما جعل ثورة ديسمبر التي استبشر بها الجميع خيراً تصبح في مفترق طرق ، المنهج القديم الذي ينطلق من مبدأ الوصاية في إدارة البلاد ظل ينخر انجازات الثورة وحولها لحدث عرضي وتحولت “الدولة العميقة” إلى “دواء” لامتصاص الاحتقان الشعبي، وأكدت حركة تحرير السودان على تمسكها القوي مع الرفاق بالالتزام القاطع بتنفيذ الاتفاق ونعمل بجد وتفان في إزالة جميع المتاريس وندعو الجميع لاعتماد الحوار المباشر لحل القضايا وتجدد رفضها القاطع لسياسة الابتزاز واستغلال الأزمات التي تمر بها البلاد لمصلحة حزبية ، وتدرك الحركة مخاطر مرحلة الانتقال التي تسعى حولها مجموعات عابثة للسيطرة على جهاز الدولة تدعو الحركة كل القوى الوطنية في السلطة و خارجها إلى التحلي بالإيجابية والمسؤولية وإعطاء الأولوية لاستكمال هياكل المرحلة الانتقالية لازالة الهشاشة في جسد الدولة المنهك ، تدعو الحركة جميع شركاء الفترة الانتقالية إلى العمل المشترك ووقف حالة الاستقطاب السالبة، إزاء هذا يجب على السلطة إعادة قراءة الواقع بحكمة وواقعية حتى لا تقع في تناقض مع المطالب المشروعة للشعب السوداني.

وبيان الحركة يكشف عن عدم ثقة كبيرة من جانبها في حكومة الفترة الانتقالية ، وان الاتفاق تحيطه المخاطر وحديث الحركة ( بنفس حار ) ينذر بأن سماء مستقبل الاتفاق تغطيها كثير من الغيوم والضبابية، وحديت الحركة عن تجديد رفضها القاطع لسياسة الابتزاز واستغلال الأزمات التي تمر بها البلاد لمصلحة حزبية ، وتدرك الحركة مخاطر مرحلة الانتقال التي تسعى حولها مجموعات عابثة للسيطرة على جهاز الدولة)، يذكرك ان الحركة مازالت في منطقة الحرب وان ناطقها الرسمي كتب بيانه بعد معركة حامية بينه وبين الحكومة، كما ان البيان ولغته وعباراته لا يختلف كثيراً عن البيانات التي كانت تخاطب بها الحركة حكومة البشير.

هذا كله يبرهن ان الحكومة ورواد السلام فيها الذين يتسابقون الى منابر التفاوض وكسب المزيد من الاصوات الموقعة ، لا يدركون تلك المساحات الشاسعة بينهم وبين الموقعين من أطراف السلام ، وحركة موقعة على اتفاق جوبا تحرر مثل هكذا بيانات وتشكو من ذات الذي كانت تعاني منه في السابق ، تكشف على ان اتفاقيات السلام ماهي إلا مهرجانات يتباهى بها صناعها في الضوء أمام الناس ، ولكنها تعاني في داخلها كثير من التصدع ، هذا وان البيان يكشف عدم الانسجام بين الاطراف الموقعة والحكومة ، فكلما تباعدت المسافات بين الاطراف كثرت البيانات والتصريحات لاجهزة الاعلام والعكس كذلك.

لذلك لابد ان تنتبه الحكومة للقضايا الجوهرية التي تجعل من السلام امراً حقيقياً يحسه الناس وواقعاً يعيشونه ، وسلاماً لم تطمئن له الاطراف الموقعةكيف سيكون جاذباً لغيرهم ، فالسلام لا يعني انضمام المزيد من القادة والأشخاص الى ركبه ، السلام هو احساس داخلي يضئ الدواخل اولاً ، فإن كان هناك عدم رضا وعدم تواصل وتفاهم وعدم ثقة وعدم التزام بالوعود والنصوص فما قيمة السلام الذي ترفع له الشعارات ، اجعلوا ماتقومون به حقيقة ، فكفى الناس ماعاشوا أعواماً من الزيف .

طيف أخير :

إذا لم تغامر من أجل شئ يهمك فاصمت إذا خسرته

الجريدة",2021-04-05T07:04:47+00:00,source_106,undecided,Suspicious
لعدم التزامها بالقانون، تنفيذ قرار حجز معدات إذاعة “القرآن الكريم”,"10 Shares

تم اليوم، الأربعاء 17 مارس 2021، تنفيذ قرار الهيئة العليا المستقلة للاتصال السمعي والبصري المؤرخ في 25 فيفري 2021 والمتعلق بالإذن بحجز التجهيزات الضرورية للبث التابعة للقناة الإذاعية “القرآن الكريم” وذلك لممارستها نشاطات بث دون إجازة.

وتنقل أعوان محلفون من الهيئة لتنفيذ هذا القرار في ولايتي زغوان وبن عروس مرفوقين بمؤموري الضابطة العدلية.

وتم حجز جهاز البث المرتكز في جبل زغوان مع وضع الشمع الأحمر. بينما تصدى السيد “سعيد الجزيري”، صاحب هذه القناة غير القانونية، لعملية الحجز بمقر الإذاعة بمنطقة مرناق من ولاية بن عروس بتعلة أنه محل سكناه.

وتعذر بذلك استكمال إجراءات الحجز على اعتبار أن الشخص المعني له صفة نائب شعب ويتمتع بالحصانة البرلمانية. علما وأن التلبس بجريمة البث دون إجازة من خلال استعمال ترددات راديوية دون الحصول على موافقة السلط المعنية تترتب عنها عقوبات سالبة للحرية حسب الفصل 82 من مجلة الاتصالات.

وكان مجلس الهيئة قد اتخذ قرارا بتاريخ 23 نوفمبر 2020 يقضي بعدم إسناد إجازة إحداث واستغلال قناة إذاعية خاصة تحت تسمية “القرآن الكريم”، نظرا لعدم استجابة الملف لمقتضيات كراس الشروط. وقد تمت دعوة الإذاعة للالتزام بالقانون والتوقف عن البث، لكنها لم تستجب.",2021-03-17T00:00:00,source_38,undecided,Suspicious
تقرير لخبراء دوليين يؤكد ارتكاب الصين لإبادة بحق الإيغور,"تقرير دولي يدين الصين

أفاد تقرير أعده عشرات الخبراء الدوليين الثلاثاء أن معاملة الحكومة الصينية لأقلية الإيغور تنتهك “كل بند” محظور ضمن اتفاقية الامم المتحدة لمنع جريمة الإبادة الجماعية والمعاقبة عليها.

وأشار التقرير الصادر عن معهد “نيولاينز للاستراتيجية والسياسة” ومقره واشنطن إلى وجود تحليل مستقل حول المسؤولية القانونية التي يمكن أن تتحملها بكين بشأن أفعالها في منطقة شينجيانغ بشمال غرب البلاد.

ويؤكد ناشطون حقوقيون إن شينجيانغ تضم شبكة واسعة من معسكرات الاعتقال خارج نطاق القضاء يحتجز فيها مليون شخص على الأقل فيما تدعي الصين أنها معسكرات تدريب مهني.

الإيغور يتعرضون لإبادة جماعية

وذكر التقرير أن “الإيغور يعانون من أذى جسدي ونفسي خطير من التعذيب المنهجي والمعاملة القاسية بما يشمل الاغتصاب والاعتداء الجنسي والاستغلال والإذلال العلني على أيدي مسؤولي المعسكر”.

وكانت الإدارة الأمريكية السابقة قد أكدت أن الصين تنفذ إبادة جماعية ضد الإيغور ومسلمين آخرين.

من جانب آخر، صوت النواب الكنديون في شباط/فبراير الماضي على وصف معاملة بكين للإيغور في شينجيانغ بأنها إبادة جماعية، ودعوا رئيس الوزراء جاستن ترودو إلى تصنيفها رسميا على هذا النحو.

كما سمى تقرير معهد “نيولاينز” أكثر من 30 خبيرا في مجالات تتراوح من القانون الدولي إلى السياسات العرقية الصينية قائلا انهم فحصوا الأدلة المتاحة بشأن معاملة بكين للإيغور واتفاقية الإبادة الجماعية.

AlaanK_MPU1_Ad",2021-03-10T00:00:00,source_5,undecided,Suspicious
الصحة تؤكد إمكانية أخذ جرعتين من لقاحين مختلفين لـ “كورونا”,"المناطق - واس:

أعلنت وزارة الصحة عن اعتماد اللجنة الوطنية للأمراض المعدية إمكانية أخذ الجرعة الأولى والثانية من لقاحين لكورونا مختلفين، وذلك طبقاً لدراسات علمية دولية أظهرت إمكانية إعطاء جرعتين من لقاحين لكورونا مختلفين بشكل آمن وفعّال في التصدي للفيروس، مع تحقق الفعالية الذي تهدف له الجرعة الثانية.



وأكدت الصحة أن الحملة الوطنية الخاصة بلقاح كورونا تسير وفق ماهو مخطط له؛ حيث تم حتى الآن إعطاء (16,877,881) جرعة من لقاح كورونا للمواطنين والمقيمين عبر أكثر من (587) مركزاً في مختلف مناطق المملكة.",2021-06-23T15:09:30,source_119,undecided,Suspicious
الامارات | صحة.. لأجل صحة الدماغ.. علماء يحذرون من الإفراط في مشاهدة التلفزيون,"شكرا لقرائتكم خبر عن صحة.. لأجل صحة الدماغ.. علماء يحذرون من الإفراط في مشاهدة التلفزيون والان نبدء بالتفاصيل

الشارقة - بواسطة ايمن الفاتح - تعد عبارة «مشاهدة التلفزيون بصورة مفرطة تضر بالصحة»، أكبر من مجرد قول يردده الآباء الذين يشعرون بالاستياء من أبنائهم من المراهقين المستهترين، الذين لا يقومون بعمل واجباتهم المنزلية، وذلك من خلال ما كشفه بحث أجراه علماء في الولايات المتحدة.

ومن خلال المعلومات المستخلصة من ثلاثة استطلاعات للرأي ودراسات، شملت أكثر من 17 ألف شخص، قال أكاديميون من جامعات كولومبيا وألاباما وجونز هوبكنز، إنهم يعتقدون أن «مشاهدة التلفزيون بمعدلات متوسطة إلى مرتفعة خلال فترة منتصف العمر»، تسهم في «تدهور الإدراك والصحة الدماغية في وقت لاحق».

ويأتي البحث في ظل الطفرة التي تتمتع بها حالياً خدمات البث التدفقي، التي شهدت تحول عدد لا حصر له من الأشخاص إلى خدمتَي «نتفليكس» و«ديزني» للبث التدفقي وغيرهما، بينما تدعو الحكومات المواطنين إلى البقاء في المنزل لمكافحة تفشي وباء «كورونا».

من جانبها، قالت أستاذة علوم الأوبئة في جامعة ألاباما، كيلي بيتي جابرييل: «قد يكون اتباع السلوكيات الصحية، خلال فترة منتصف العمر، من العوامل المهمة لدعم صحة المخ في وقت لاحق من الحياة».

وحذر الباحثون من أن مشاهدة الأفلام والبرامج وغيرهما من المحتويات التلفزيونية، «هي نوع من السلوك الكسول الذي يكون سلبياً من الناحية المعرفية، أو لا يتطلب الكثير من التفكير».

• السلوكيات الصحية في فترة منتصف العمر عامل مهم لدعم صحة المخ.

تابعوا آخر أخبارنا المحلية والرياضية وآخر المستجدات السياسية والإقتصادية عبر Google news",2021-06-02T00:27:23+02:00,source_30,not credible,Fake
شاهد | مقتل قائد الفيلق الثامن في تركيا بحادثة تحطم المروحية العسكرية,"أكدت وسائل إعلام محلية تركية، اليوم الخميس، مقتل قائد عسكري كبير في حادثة تحطم مروحية عسكرية جنوب شرقي البلاد.

أعلنت وزارة الدفاع التركية، في وقت سابق من يوم الخميس، مقتل 9 عسكريين وإصابة 4 آخرين، جراء حادث تحطم مروحية عسكرية أقلعت من ولاية بينغول شرقي البلاد.

وبحسب وكالة “الأناضول” التركية، انقطع الاتصال بالمروحية العسكرية طراز “كوغار” عند الساعة 14.25 بالتوقيت المحلي في تركيا، بعد إقلاعها في طريقها إلى قضاء تطوان بولاية بيتليس جنوب شرقي البلاد.

وأشار موقع “sozcu” التركي إلى أنه من بين القتلى في حادثة التحطم، قائد الفيلق الثامن “الأزيغ” الفريق عثمان أرباش.

Military helicopter crashes in eastern Turkey, 9 martyredhttps://t.co/PvSjEjInhF — ANADOLU AGENCY (ENG) (@anadoluagency) March 4, 2021

#تركيا: استشهاد 9 عسكريين في حادث تحطم مروحية

انقطع الاتصال بالمروحية عند الساعة 14.25 أثناء توجهها من ولاية ""#بينغول"" إلى ولاية #بيتليس بحسب وزارة الدفاع التركية

https://t.co/fGguxqSjJd pic.twitter.com/cZw3b4PP82 — ANADOLU AGENCY (AR) (@aa_arabic) March 4, 2021

ونوه المصدر إلى أن الفريق (اللفتنانت جنرال) أرباش قاد الفيلق الثامن لمدة 5 سنوات متواصلة قبل مقتله اليوم بالحادث.

وقال حاكم محافظة أوردو، تونكاي سونيل: “تلقينا أنباء بأن المروحية، وفيها البطل والصديق الفريق عثمان أرباش باشا، تحطمت في بيتليس… لن ننساك أيها الرجل الجميل”.

وفور تلقي خبر سقوط المروحية، توجهت سيارات الإسعاف التركية والأطقم الطبية إلى المنطقة، بالإضافة إلى فرق من الأجهزة الأمنية التركية.",2021-03-05T08:36:24+00:00,source_22,undecided,Suspicious
ترتيب يصنف الوداد سادسا .. والرجاء عاشرا قاريا,"احتل فريق الوداد الرياضي لكرة القدم المركز الأول وطنيا، والسادس إفريقيا، في التصنيف الخاص بالأندية لماي المنقضي، الصادر عن موقع “فوتبال داتاباز”.

وبلغ مجموع نقاط “الفريق الأحمر” 1544، علما أنه جاء في الرتبة الـ192 عالميا.

وحل الرجاء الرياضي ثانيا على المستوى الوطني وعاشرا قاريا، و251 عبر العالم، بـ1519 نقطة.

وبـ1413 نقطة، دخل نهضة بركان ثالثا وطنيا، و45 إفريقيا، متبوعا بالفتح الرياضي (47) بـ1411، ثم الجيش الملكي (48) برصيد 1410 نقاط.

وتربع الأهلي المصري على عرش “القارة السمراء” بـ1712 نقطة، متقدما على الترجي التونسي الوصيف (1605)، وغريمه الزمالك الثالث (1575).

وجاء ماميلودي صن داونز الجنوب إفريقي في المركز الرابع قاريا (1573)، بينما حل تي بي مازيمبي الكونغولي خامسا (1571).

أما عالميا فاحتل بايرن ميونخ الألماني الصدارة (2052)، يليه مانشستر سيتي الإنجليزي (1982)، ثم إنتر ميلان الإيطالي (1944).",2021-06-02T07:51:49+00:00,source_97,undecided,Suspicious
